country_id,year,gov_debt_gdp,external_debt_gdp,fiscal_balance_gdp,current_account_gdp,reserves_months_imports,real_gdp_growth,inflation,real_rate_growth_diff,short_term_debt_reserves,political_stability,true_prob,financial_stress
C000,2005,38.74142193451489,31.14377614496005,-1.2591139546087167,-13.468189506026842,5.296168646290312,-0.6492426193394678,11.125176880256873,0.24074445569742475,0.33116703733947384,-1.8942000796379992,0.4842351850648792,0
C000,2006,44.2891212301432,37.47062493563392,2.1914180921136044,-8.409289165735526,7.236365043039281,0.4617947258693027,18.30676594364263,1.3877995998259718,0.122908467650725,-1.8767458916148523,0.1605318296673142,0
C000,2007,53.216774606259946,34.603982909076855,-0.8287267013476534,-7.272503915209578,8.004615195873818,-0.5495971902593628,15.34061344100819,-2.4592716541710415,0.3452056588608948,-1.8564332301531992,0.07301749172543932,1
C000,2008,57.832688553918786,34.59547282689855,-1.6315909360464413,-4.492859193955111,4.711233322626377,4.703058773494471,5.500089560189519,-3.352399366427835,0.6051670623169305,-1.8947311862799798,0.18795374249020413,0
C000,2009,61.10992992389147,25.690594909654926,0.06111820330478723,-7.311400729525658,4.435229395991918,4.694458190913627,8.712888540401233,1.1569958853562015,0.6065491495802668,-2.0754792655510825,0.20930801227751325,1
C000,2010,61.89214193637874,36.46406283101959,-1.9318160554902342,-4.2546877945040595,4.565285324046552,0.815154547511888,7.324163032554505,1.4054359819640099,0.8127096386932174,-1.709767024702222,0.5102264316687227,1
C000,2011,70.38848679701248,45.88034713172027,-3.1066490254834127,-4.036487472508591,4.754377840868689,3.056194745853631,6.234693308652365,-3.099178288824138,0.9059043638595412,-1.8639258923361655,0.28568103759771246,1
C000,2012,68.9654561391289,54.82725210301423,-7.061694698428183,-7.449532006612952,4.594888451860077,5.827540048331864,6.485593342396716,-0.44276789353911017,0.9060386488074431,-1.645134246259451,0.6084208687669037,1
C000,2013,80.87872891887804,65.32991456335137,-7.326280709306401,-12.0197540859495,6.2675383513829726,3.4958731570333486,12.181174428890273,0.2516650305752989,0.998490649015157,-0.3685266523730122,0.8030400730788014,1
C000,2014,87.69358413128849,64.8477083447688,-5.601452104472493,-11.106001085074162,6.592956228450067,6.573367239383771,6.296500106899043,1.7580032131747578,0.9438080886978932,-0.7105461157119071,0.8787830299848624,0
C000,2015,98.66033203021158,81.35111386210684,-8.835135909497572,-9.934275631296524,6.851173953851876,5.2140360701487145,3.4104396055647466,1.2006377105406132,0.7807311372202494,-0.10108590295609554,0.557884659754022,1
C000,2016,109.91181332069074,94.23534476855964,-7.239604657072096,-9.461357852384392,5.609731906904614,5.930272727305318,4.60640414769641,0.7094699708611764,0.926814308255603,-0.36781809323305736,0.9290627990596749,1
C000,2017,99.1927195765788,83.47937234029929,-6.2321450145006665,-10.23754407587213,3.051234387829837,2.1551387879171826,8.564440725046728,-2.2465235822394956,0.5618155612842692,-0.13915875148715665,0.5348738329120605,1
C000,2018,99.07943307875281,79.22941072518728,-5.047941842954755,-9.485726658743083,4.084922712018478,3.6939931126407064,9.72850618324304,0.1046898983518636,0.6586020687502212,0.36770553815351126,0.9202597846227503,0
C000,2019,85.59903099300242,67.90346681430049,-4.691631625991255,-6.984078369188612,5.7708848158315735,4.235198043125765,6.476055855601207,1.0476561638745379,0.5826660830388158,0.07374882017754855,0.26305938182516403,1
C000,2020,86.74270298270385,63.536127312048265,-11.40971443121429,-2.7994282008134825,6.309709460428245,-4.954479650846039,3.8559276118961074,1.4881874340925842,0.30064667868332606,-0.6326295967616715,0.959157731516361,0
C000,2021,113.52380932241772,64.93088438212752,-4.438033072078251,-1.9628112279190584,5.892408580659361,0.6501050819571916,4.470008912736664,-1.4890786963949882,0.2963080135135731,-0.4919203029441,0.4896272717420679,0
C000,2022,117.90928033300872,62.40414435285474,-2.8568997869995223,-4.358803627614996,3.926120622124004,-1.0491039940982847,1.7634208446805322,-4.530942076367852,0.5584487513341272,-0.29735291715596435,0.7510065864668718,0
C001,2005,11.72117981064645,32.20653680310354,-0.05954325491855306,-0.2609838629220951,7.608930115191665,6.9775659897649955,-1.573026953283172,-1.6756774983373155,0.5772604770285296,2.5,0.0010354100471213332,0
C001,2006,5.997162797052507,26.229285073241464,-1.7093594346184415,-1.4827798405875634,7.775894601652279,3.0132131519493868,-2.0,-1.3349408911036826,0.631530018847077,2.5,0.0018088616931256581,0
C001,2007,5.0,18.201507522919393,-4.445988042300691,-2.2364552728237292,6.957434425759364,2.5385382387768693,2.21424800462244,-1.1629527231803773,0.4598705445886305,2.5,0.0024988409230549684,0
C001,2008,5.0,14.372295048025494,-6.10198318608217,-4.36488434260763,7.487382332459253,3.1357534492572006,2.5030092957680035,1.3034451485337932,0.45384539863852824,2.5,0.014738785700455365,0
C001,2009,5.0,19.892712191362307,-5.370839578805678,-4.542134724677645,5.152409968017143,3.3530387730772597,4.3639958724232235,0.982842154383523,0.4662268687853775,2.5,0.013778287910989149,1
C001,2010,5.0,14.77163584843379,-4.441547661616973,-3.8799479052736054,3.6529849158214676,3.3340208134595812,6.845221150090183,2.318913861694198,0.5866681482108169,2.5,0.021781447807931554,0
C001,2011,5.0,11.320719088962287,-8.777905077990825,2.8043529635243196,3.1349782921607394,2.3087448983152075,7.183762297684368,0.10617229115154925,0.4666454433469729,2.5,0.030244820703855868,0
C001,2012,7.842981401508029,10.7423000742885,-4.76225937343479,-3.3796741202081924,4.43439353316616,-1.3492894191713756,15.446325161056063,0.19187461941382275,0.16072584931970152,2.5,0.01838474695379329,0
C001,2013,30.2727914824714,12.566814405083896,-1.9119182215492128,-3.483948408537032,3.705382797655915,0.6989818303347181,13.573196473581842,-0.23519136486547843,0.2607331940109359,2.5,0.032340520210150436,0
C001,2014,28.534796996053796,7.712924347783363,-0.8400990601914187,-7.129203455997359,6.374594179139493,1.0326015276189868,9.916496824440086,-1.402193335850043,0.37595082227005816,2.5,0.01361295494703881,0
C001,2015,39.557821692320395,11.57163143680524,1.7096075120571883,-8.631304957892224,6.380375264693799,-3.4080046949130276,10.314183348352902,1.5923973266177485,0.5034835077702204,2.5,0.03977086777967844,0
C001,2016,39.09320817165699,16.780847039014734,1.644363851679359,-8.4185864440807,5.394897740201797,-0.5281320639996808,5.029270520595913,0.16218265756803674,0.3431309075856185,2.5,0.02328945978185162,0
C001,2017,41.511052778340584,25.84986508101618,-3.4062706510699527,-7.876124522490425,4.835535030846948,2.247503259083245,6.603274025684604,1.1777587735817248,0.1702453340851631,2.5,0.17094116133730577,0
C001,2018,28.56196285488531,18.490759019285864,-4.990846004945516,-3.827338966804349,4.328070562129862,5.448744623812496,4.45514334366017,5.44106339063449,0.12200521038824777,2.5,0.06854703944716986,0
C001,2019,27.316675728851077,30.94505442186134,-5.334181122408084,-7.67530132286601,5.74674255622687,7.310293784132171,2.6291998122428355,4.180013659080217,0.4284207138594789,2.5,0.04703342849821138,0
C001,2020,27.821432863253087,44.69417540432243,-11.448308841801005,-10.504106708744137,5.217346952926174,3.651585951837731,0.02884504159079304,6.181445585838825,0.5668355817429946,2.5,0.34090359682820875,0
